X,Y,OBJECTID,SWID,NAME,ADDRESS,CITY,STATE,ZIP,ZIP4,TELEPHONE,TYPE,STATUS,COUNTY,COUNTYFIPS,COUNTRY,LATITUDE,LONGITUDE,NAICS_CODE,NAICS_DESC,SOURCE,SOURCEDATE,VAL_METHOD,VAL_DATE,WEBSITE,REG_ID,STATUSDATE,OWNER,CLOSE_DATE,PERMIT_NO
-9084103.5433,3258677.7717,6878,12590,NORTH EAST POLK LANDFILL,4001 BANNON ISLAND RD,HAINES CITY,FL,33844,NOT AVAILABLE,(863) 292-9511,MUNICIPAL,CLOSED,POLK,12105,USA,28.0769411153403,-81.6038905549051,562212,"SOLID WASTE LANDFILLS, NONHAZARDOUS",http://www.dep.state.fl.us/waste/categories/solid_waste/,2019/05/03 00:00:00+00,IMAGERY,2020/04/15 00:00:00+00,NOT AVAILABLE,110009068631,NOT AVAILABLE,POLK COUNTY ENVIRONMENTAL SERVICES,8/26/2004,126742-005SF
-9051173.15,3278758.545,6879,12508,"30"" LANDFILL ROAD & 20"" OSCEOLA",2705 PEG HORN WAY,SAINT CLOUD,FL,34769,NOT AVAILABLE,NOT AVAILABLE,MUNICIPAL,CLOSED,OSCEOLA,12097,USA,28.2359829078849,-81.3080717986745,562212,"SOLID WASTE LANDFILLS, NONHAZARDOUS",http://www.dep.state.fl.us/waste/categories/solid_waste/,2019/05/03 00:00:00+00,IMAGERY,2020/04/15 00:00:00+00,NOT AVAILABLE,110040333653,NOT AVAILABLE,CITY OF ST CLOUD,1/30/2004,144175-006SF
-9030469.0848,3108753.9445,6880,12555,GLADES LANDFILL LLC,1940 E SR 78 NW,MOORE HAVEN,FL,33471,NOT AVAILABLE,(941) 946-0771,C&D,OPEN,GLADES,12043,USA,26.8821363456159,-81.1220840162643,562212,"SOLID WASTE LANDFILLS, NONHAZARDOUS",http://www.dep.state.fl.us/waste/categories/solid_waste/,2019/05/03 00:00:00+00,IMAGERY/OTHER,2020/04/15 00:00:00+00,NOT AVAILABLE,110033014048,NOT AVAILABLE,WASTE MANAGEMENT INC,NOT AVAILABLE,NOT AVAILABLE
-9090151.3216,3018652.7709,6881,12584,NAPLES SANITARY LANDFILL,3750 WHITE LAKE BOULEVARD,NAPLES,FL,34117,8405,NOT AVAILABLE,MUNICIPAL,OPEN,COLLIER,12021,USA,26.1579165817849,-81.6582186716543,562212,"SOLID WASTE LANDFILLS, NONHAZARDOUS",http://www.dep.state.fl.us/waste/categories/solid_waste/,2019/05/03 00:00:00+00,IMAGERY,2020/04/15 00:00:00+00,NOT AVAILABLE,110009074857,NOT AVAILABLE,WASTE MANAGEMENT INC,NOT AVAILABLE,64489-018SO
-9510383.3308,3622578.8436,6882,12623,SPRINGHILL REGIONAL LANDFILL,4945 HWY 273,CAMPBELLTON,FL,32426,NOT AVAILABLE,(850) 263-5950,"MUNICIPAL, C&D",OPEN,JACKSON,12063,USA,30.9216558902072,-85.4332270385969,562212,"SOLID WASTE LANDFILLS, NONHAZARDOUS",http://www.dep.state.fl.us/waste/categories/solid_waste/,2019/05/03 00:00:00+00,IMAGERY,2020/04/15 00:00:00+00,NOT AVAILABLE,110002434740,NOT AVAILABLE,WASTE MANAGEMENT INC,NOT AVAILABLE,475-028SO
-8913764.1294,3084767.3951,6883,12551,FORMER SERVICO LANDFILL,SOUTHEAST CORNER OF BELVEDERE ROAD AND AUSTRALIAN,WEST PALM BEACH,FL,33406,NOT AVAILABLE,NOT AVAILABLE,MUNICIPAL,CLOSED,PALM BEACH,12099,USA,26.6897828946649,-80.0737055643603,562212,"SOLID WASTE LANDFILLS, NONHAZARDOUS",http://www.dep.state.fl.us/waste/categories/solid_waste/,2019/05/03 00:00:00+00,IMAGERY,2020/04/15 00:00:00+00,NOT AVAILABLE,110040821607,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE
-8920467.334,3096217.2651,6884,12634,SWA NORTH COUNTY LANDFILL - OP,6880 N JOG RD,WEST PALM BEACH,FL,33412,NOT AVAILABLE,(561) 640-4000,MUNICIPAL,OPEN,PALM BEACH,12099,USA,26.781642602724,-80.1339214759953,562212,"SOLID WASTE LANDFILLS, NONHAZARDOUS",http://www.dep.state.fl.us/waste/categories/solid_waste/,2019/05/03 00:00:00+00,IMAGERY,2020/04/15 00:00:00+00,NOT AVAILABLE,110038521392,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE
-8921066.3061,3094842.6359,6885,12585,NCRRF LANDFILL,6554B NORTH JOG ROAD,WEST PALM BEACH,FL,33412,NOT AVAILABLE,(561) 640-4000,MUNICIPAL,OPEN,PALM BEACH,12099,USA,26.7706181842818,-80.1393021341861,562212,"SOLID WASTE LANDFILLS, NONHAZARDOUS",http://www.dep.state.fl.us/waste/categories/solid_waste/,2019/05/03 00:00:00+00,IMAGERY,2020/04/15 00:00:00+00,NOT AVAILABLE,110009073536,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE
-8936622.6526,2995139.3052,6886,12589,NORTH DADE LANDFILL,21500 NW 47 AVE,MIAMI,FL,33055,NOT AVAILABLE,(305) 594-1500,"MUNICIPAL, C&D",OPEN,MIAMI-DADE,12086,USA,25.9681708859777,-80.2790471726888,562212,"SOLID WASTE LANDFILLS, NONHAZARDOUS",http://www.dep.state.fl.us/waste/categories/solid_waste/,2019/05/03 00:00:00+00,IMAGERY,2020/04/15 00:00:00+00,NOT AVAILABLE,110020688228,NOT AVAILABLE,METRO DADE COUNTY SOLID WASTE,NOT AVAILABLE,126797-010SO
-8982908.8037,3165933.4823,6887,12595,OKEECHOBEE LANDFILL,10800 NORTHEAST 128TH AVENUE,OKEECHOBEE,FL,34972,7105,(863) 763-4818,MUNICIPAL,OPEN,OKEECHOBEE,12093,USA,27.339350669298,-80.6948427419989,562212,"SOLID WASTE LANDFILLS, NONHAZARDOUS",http://www.dep.state.fl.us/waste/categories/solid_waste/,2019/05/03 00:00:00+00,IMAGERY,2020/04/15 00:00:00+00,NOT AVAILABLE,110013930906,NOT AVAILABLE,WASTE MANAGEMENT INC,NOT AVAILABLE,40842-040SO
-8981828.3088,3264040.9295,6888,12616,SARNO RD. LANDFILL CLASS 3,3379 SARNO RD,MELBOURNE,FL,32934,7235,(321) 633-7112,MUNICIPAL,OPEN,BREVARD,12009,USA,28.1194409969045,-80.6851364913559,562212,"SOLID WASTE LANDFILLS, NONHAZARDOUS",http://www.dep.state.fl.us/waste/categories/solid_waste/,2019/05/03 00:00:00+00,IMAGERY,2020/04/15 00:00:00+00,NOT AVAILABLE,110020527330,NOT AVAILABLE,BREVARD COUNTY SWMD,NOT AVAILABLE,81694-008SO
-8947697.9973,3145595.3577,6889,12599,"PALM CITY, CITY OF - LANDFILL 2",9101 BUSCH ST,PALM CITY,FL,34990,5571,(772) 221-1386,MUNICIPAL,CLOSED,MARTIN,12085,USA,27.1769387860962,-80.3785386868109,562212,"SOLID WASTE LANDFILLS, NONHAZARDOUS",http://www.dep.state.fl.us/waste/categories/solid_waste/,2019/05/03 00:00:00+00,IMAGERY,2020/04/15 00:00:00+00,NOT AVAILABLE,110009087166,NOT AVAILABLE,"JUSTIN INDUSTRIES INC, DBA R3 RECYCLING",NOT AVAILABLE,123520-009SF
-9027056.9657,3391968.8005,6890,12635,TOMOKA FARMS RD LANDFILL,1990 TOMOKA FARMS RD,DAYTONA BEACH,FL,32124,NOT AVAILABLE,(386) 943-7889,"MUNICIPAL, C&D",OPEN,VOLUSIA,12127,USA,29.1281657668367,-81.0914324292631,562212,"SOLID WASTE LANDFILLS, NONHAZARDOUS",http://www.dep.state.fl.us/waste/categories/solid_waste/,2019/05/03 00:00:00+00,IMAGERY,2020/04/15 00:00:00+00,NOT AVAILABLE,110009075491,NOT AVAILABLE,VOLUSIA COUNTY SWD,NOT AVAILABLE,78767-030SO
-9026087.5576,3348790.6779,6891,12598,OSCEOLA LANDFILL/SEMINOLE COUNTY LANDFILL,1930 OSCEOLA ROAD,GENEVA,FL,32732,9551,(407) 665-2022,"MUNICIPAL, C&D",OPEN,SEMINOLE,12117,USA,28.7887866646729,-81.0827240879462,562212,"SOLID WASTE LANDFILLS, NONHAZARDOUS",http://www.dep.state.fl.us/waste/categories/solid_waste/,2019/05/03 00:00:00+00,IMAGERY,2020/04/15 00:00:00+00,NOT AVAILABLE,110001749341,NOT AVAILABLE,SEMINOLE COUNTY SWMD,NOT AVAILABLE,128543-014SO
-9715225.6094,3566621.2227,6892,12609,ROLLING HILLS C&D RECYCLING CENTER,7000 ROLLING HILLS RD,PENSACOLA,FL,32505,NOT AVAILABLE,(850) 477-2687,C&D,CLOSED,ESCAMBIA,12033,USA,30.4894555437384,-87.2733565356755,562212,"SOLID WASTE LANDFILLS, NONHAZARDOUS",http://www.dep.state.fl.us/waste/categories/solid_waste/,2019/05/03 00:00:00+00,IMAGERY,2020/04/15 00:00:00+00,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,SOUTH PALAFOX PROPERTIES LLC,NOT AVAILABLE,3397-014SO
-9716494.5386,3566158.647,6893,12578,LONGLEAF C&D DISPOSAL FACILITY,2023 LONGLEAF DRIVE,PENSACOLA,FL,32501,NOT AVAILABLE,NOT AVAILABLE,C&D,OPEN,ESCAMBIA,12033,USA,30.4858746861679,-87.2847555208506,562212,"SOLID WASTE LANDFILLS, NONHAZARDOUS",http://www.dep.state.fl.us/waste/categories/solid_waste/,2019/05/03 00:00:00+00,IMAGERY,2020/04/15 00:00:00+00,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,LONGLEAF C&D DISPOSAL FACILITY,NOT AVAILABLE,253281-008SO
-9691571.7991,3578561.2259,6894,12614,SANTA ROSA CENTRAL LANDFILL CLASS I & III,6337 DA LISA ROAD,MILTON,FL,32583,NOT AVAILABLE,(850) 981-7135,"MUNICIPAL, C&D",OPEN,SANTA ROSA,12113,USA,30.5818390133599,-87.0608707426906,562212,"SOLID WASTE LANDFILLS, NONHAZARDOUS",http://www.dep.state.fl.us/waste/categories/solid_waste/,2019/05/03 00:00:00+00,IMAGERY,2020/04/15 00:00:00+00,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,SANTA ROSA COUNTY COMMISSION,NOT AVAILABLE,1534-016SO
-8944180.0659,2942827.9263,6895,12619,SOUTH DADE LF,23707 SW 97TH AVE,HOMESTEAD,FL,33032,NOT AVAILABLE,(305) 579-3997,MUNICIPAL,OPEN,MIAMI-DADE,12086,USA,25.5449385366842,-80.3469365712657,562212,"SOLID WASTE LANDFILLS, NONHAZARDOUS",http://www.dep.state.fl.us/waste/categories/solid_waste/,2019/05/03 00:00:00+00,IMAGERY,2020/04/15 00:00:00+00,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,METRO DADE COUNTY PUBLIC WORKS,NOT AVAILABLE,126800-009SO
-9682620.4271,3582180.6687,6896,12604,PERSIMMON HOLLOW C&D PIT,4751 PERSIMMON HOLLOW ROAD,MILTON,FL,32583,NOT AVAILABLE,NOT AVAILABLE,C&D,OPEN,SANTA ROSA,12113,USA,30.6098263893764,-86.9804592001319,562212,"SOLID WASTE LANDFILLS, NONHAZARDOUS",http://www.dep.state.fl.us/waste/categories/solid_waste/,2019/05/03 00:00:00+00,IMAGERY,2020/04/15 00:00:00+00,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,"ANDERSON COLUMBIA CO, INC",NOT AVAILABLE,76969-009SO
-9697535.0324,3577348.1035,6897,12626,"STERLING FIBERS, INC. - SANTA ROSA PLANT",5005 STERLING WAY,PACE,FL,32571,NOT AVAILABLE,NOT AVAILABLE,MUNICIPAL,OPEN,SANTA ROSA,12113,USA,30.5724567236989,-87.1144393792739,562212,"SOLID WASTE LANDFILLS, NONHAZARDOUS",http://www.dep.state.fl.us/waste/categories/solid_waste/,2019/05/03 00:00:00+00,IMAGERY,2020/04/15 00:00:00+00,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE
-9642415.1557,3595360.1702,6898,12606,"CRESTVIEW LANDFILL, LLC",2151 POINT CENTER ROAD,CRESTVIEW,FL,32536,NOT AVAILABLE,NOT AVAILABLE,C&D,OPEN,OKALOOSA,12091,USA,30.7116686521866,-86.6192891021103,562212,"SOLID WASTE LANDFILLS, NONHAZARDOUS",http://www.dep.state.fl.us/waste/categories/solid_waste/,2019/05/03 00:00:00+00,IMAGERY,2020/04/15 00:00:00+00,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE
-9639705.905,3598761.9685,6899,12511,ARENA LANDFILL & SAND LLC,5105 ARENA ROAD,CRESTVIEW,FL,32539,NOT AVAILABLE,(850) 682-5858,C&D,OPEN,OKALOOSA,12091,USA,30.7379380128291,-86.5949514888201,562212,"SOLID WASTE LANDFILLS, NONHAZARDOUS",http://www.dep.state.fl.us/waste/categories/solid_waste/,2019/05/03 00:00:00+00,IMAGERY,2020/04/15 00:00:00+00,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,ARENA LANDFILL & SAND LLC,NOT AVAILABLE,1739-006SO
-9630790.6358,3593359.2674,6900,12538,CRESTVIEW C&D DISPOSAL FACILITY,LITTLE SILVER ROAD,CRESTVIEW,FL,32539,NOT AVAILABLE,(850) 210-2237,C&D,OPEN,OKALOOSA,12091,USA,30.6962139413204,-86.514864263375,562212,"SOLID WASTE LANDFILLS, NONHAZARDOUS",http://www.dep.state.fl.us/waste/categories/solid_waste/,2019/05/03 00:00:00+00,IMAGERY,2020/04/15 00:00:00+00,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,"WASTE PRO CRESTVIEW, LLC",NOT AVAILABLE,78142-011SO
-9584698.2539,3604114.488,6901,12639,WALTON COUNTY CENTRAL LANDFILL,1118 INSTITUTION ROAD,DEFUNIAK SPRINGS,FL,32433,NOT AVAILABLE,(850) 892-8115,MUNICIPAL,OPEN,WALTON,12131,USA,30.7792567311133,-86.1008093516702,562212,"SOLID WASTE LANDFILLS, NONHAZARDOUS",http://www.dep.state.fl.us/waste/categories/solid_waste/,2019/05/03 00:00:00+00,IMAGERY,2020/04/15 00:00:00+00,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,WALTON COUNTY COMMISSION,NOT AVAILABLE,127221-007SO
-9592576.5726,3569818.2995,6902,12552,FREEPORT C&D DISPOSAL FACILITY,N. SIDE OF HWY. 20-W.OF FREEPT,FREEPORT,FL,32439,NOT AVAILABLE,(850) 210-2237,C&D,OPEN,WALTON,12131,USA,30.5142009213355,-86.1715814928916,562212,"SOLID WASTE LANDFILLS, NONHAZARDOUS",http://www.dep.state.fl.us/waste/categories/solid_waste/,2019/05/03 00:00:00+00,IMAGERY,2020/04/15 00:00:00+00,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,"WASTE PRO FREEPORT, LLC",NOT AVAILABLE,2049-009SO
-9527871.0834,3533521.3364,6903,12566,KAMAX LLC DBA DEMOLITION DISPOSAL INC. (C&D & TS),4632 PIPELINE ROAD,PANAMA CITY,FL,32404,NOT AVAILABLE,(850) 769-9136,C&D,CLOSED,BAY,12005,USA,30.2328930356851,-85.5903221937143,562212,"SOLID WASTE LANDFILLS, NONHAZARDOUS",http://www.dep.state.fl.us/waste/categories/solid_waste/,2019/05/03 00:00:00+00,IMAGERY,2020/04/15 00:00:00+00,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,"CATO ENTERPRISES, INC",1/10/2013,12649-004SO
-9537463.4135,3559057.6361,6904,12624,STATE ROUTE 20 C&D DEBRIS DISPOSAL FACILITY,1MI E SR77 ON SR20,PANAMA CITY,FL,32409,NOT AVAILABLE,(904) 752-7585,C&D,OPEN,BAY,12005,USA,30.4308883232376,-85.6764915611366,562212,"SOLID WASTE LANDFILLS, NONHAZARDOUS",http://www.dep.state.fl.us/waste/categories/solid_waste/,2019/05/03 00:00:00+00,IMAGERY,2020/04/15 00:00:00+00,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,ANDERSON-COLUMBIA CO,NOT AVAILABLE,79262-008
-9536662.9864,3551698.2031,6905,12523,CALVIN'S C&D LAND CLEARING DEBRIS FACILITY,SKUNK VALLEY & PROSPER ROADS,PANAMA CITY,FL,32409,NOT AVAILABLE,(850) 785-1503,C&D,CLOSED,BAY,12005,USA,30.3738681506946,-85.6693012016891,562212,"SOLID WASTE LANDFILLS, NONHAZARDOUS",http://www.dep.state.fl.us/waste/categories/solid_waste/,2019/05/03 00:00:00+00,IMAGERY,2020/04/15 00:00:00+00,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,CALVIN'S C&D,2/26/2014,66657-006
-9533432.7435,3549670.1657,6906,12579,LYNN HAVEN C&D DISPOSAL FACILITY,SR 388 (1.8 MILES EAST OF HIGHWAY 77 INTERSECTION,PANAMA CITY,FL,32405,NOT AVAILABLE,(850) 210-2237,C&D,OPEN,BAY,12005,USA,30.3581492639774,-85.6402834364314,562212,"SOLID WASTE LANDFILLS, NONHAZARDOUS",http://www.dep.state.fl.us/waste/categories/solid_waste/,2019/05/03 00:00:00+00,IMAGERY,2020/04/15 00:00:00+00,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,WASTE PRO LYNN HAVEN LLC,NOT AVAILABLE,79240-009
-9565197.5607,3551082.673,6907,12600,PANAMA CITY BEACH C&D DISPOSAL FACILITY,"N. END OF SUNBELT DR., 1 M. N. OF STEELFIELD RD.",PANAMA CITY BEACH,FL,32437,NOT AVAILABLE,(850) 527-2905,C&D,OPEN,BAY,12005,USA,30.3690975745935,-85.925631644185,562212,"SOLID WASTE LANDFILLS, NONHAZARDOUS",http://www.dep.state.fl.us/waste/categories/solid_waste/,2019/05/03 00:00:00+00,IMAGERY,2020/04/15 00:00:00+00,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,"WASTE PRO PANAMA CITY BEACH, LLC",NOT AVAILABLE,206299-011
-9477689.9104,3557873.2389,6908,12518,BLOUNTSTOWN C&D DISPOSAL FACILITY,15888 SILAS GREEN ROAD,BLOUNTSTOWN,FL,32424,NOT AVAILABLE,(850) 210-2237,C&D,OPEN,CALHOUN,12013,USA,30.4217139766188,-85.1395370468971,562212,"SOLID WASTE LANDFILLS, NONHAZARDOUS",http://www.dep.state.fl.us/waste/categories/solid_waste/,2019/05/03 00:00:00+00,IMAGERY,2020/04/15 00:00:00+00,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,"WASTE PRO BLOUNTSTOWN, LLC",NOT AVAILABLE,220579-008SO
-9443259.7128,3474358.9283,6909,12525,FRANKLIN COUNTY CENTRAL LANDFILL,"SR65, 1.2MI N OF US HWY 98",EASTPOINT,FL,32328,NOT AVAILABLE,(850) 653-8861,MUNICIPAL,OPEN,FRANKLIN,12037,USA,29.7726457915701,-84.8302453195658,562212,"SOLID WASTE LANDFILLS, NONHAZARDOUS",http://www.dep.state.fl.us/waste/categories/solid_waste/,2019/05/03 00:00:00+00,IMAGERY,2020/04/15 00:00:00+00,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,FRANKLIN COUNTY COMMISSION,NOT AVAILABLE,15990-012SO
-9367497.8663,3558229.1698,6910,12574,LEON COUNTY SOLID WASTE MANAGEMENT FACILITY,7550 APALACHEE PARKWAY,TALLAHASSEE,FL,32311,NOT AVAILABLE,(850) 606-1810,MUNICIPAL,OPEN,LEON,12073,USA,30.4244711100537,-84.149665072585,562212,"SOLID WASTE LANDFILLS, NONHAZARDOUS",http://www.dep.state.fl.us/waste/categories/solid_waste/,2019/05/03 00:00:00+00,IMAGERY,2020/04/15 00:00:00+00,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,LEON COUNTY COMMISSION,NOT AVAILABLE,9560-013SO
-9397351.103,3560523.5493,6911,12618,"SOLOMON C&D LANDFILL, LLC",8305 BLOUNTSTOWN HIGHWAY,TALLAHASSEE,FL,32310,NOT AVAILABLE,(850) 627-8428,C&D,OPEN,LEON,12073,USA,30.442242098594,-84.4178412609654,562212,"SOLID WASTE LANDFILLS, NONHAZARDOUS",http://www.dep.state.fl.us/waste/categories/solid_waste/,2019/05/03 00:00:00+00,IMAGERY,2020/04/15 00:00:00+00,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,SOLOMON CONSTRUCTION,NOT AVAILABLE,8259-009SO
-9377146.9293,3552068.4736,6912,12540,CROWDER RECYCLING TRAM,0.15 MILES EAST OF CAPITAL CIRCLE SE ON THE SOUTH,TALLAHASSEE,FL,32311,NOT AVAILABLE,(850) 576-7176,C&D,OPEN,LEON,12073,USA,30.3767377659352,-84.2363440804149,562212,"SOLID WASTE LANDFILLS, NONHAZARDOUS",http://www.dep.state.fl.us/waste/categories/solid_waste/,2019/05/03 00:00:00+00,IMAGERY,2020/04/15 00:00:00+00,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,"JIMMIE CROWDER EXCAVATING & LAND CLEARING, INC",NOT AVAILABLE,64411-003SO
-9392676.4589,3558524.2354,6913,12539,CROWDER RECYCLING AENON CHURCH,AENON CHURCH ROAD,TALLAHASSEE,FL,32309,NOT AVAILABLE,(850) 576-7176,C&D,OPEN,LEON,12073,USA,30.4267567055576,-84.3758482184205,562212,"SOLID WASTE LANDFILLS, NONHAZARDOUS",http://www.dep.state.fl.us/waste/categories/solid_waste/,2019/05/03 00:00:00+00,IMAGERY,2020/04/15 00:00:00+00,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,"JIMMIE CROWDER EXCAVATING & LAND CLEARING, INC",NOT AVAILABLE,8520-006SO
-9237914.0567,3545206.2151,6914,12633,SUWANNEE LANDFILL LLC (FORMERLY LIVE OAK CL III),CNTY RD 795,LIVE OAK,FL,32060,NOT AVAILABLE,NOT AVAILABLE,MUNICIPAL,OPEN,SUWANNEE,12121,USA,30.3235412319423,-82.9855939053344,562212,"SOLID WASTE LANDFILLS, NONHAZARDOUS",http://www.dep.state.fl.us/waste/categories/solid_waste/,2019/05/03 00:00:00+00,IMAGERY,2020/04/15 00:00:00+00,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,260331-014SO
-9161777.8323,3455691.7193,6915,12550,FLORENCE C&D DISPOSAL SITE,3003 S E 15TH ST,GAINESVILLE,FL,32641,NOT AVAILABLE,(352) 495-9983,C&D,OPEN,ALACHUA,12001,USA,29.6269844289882,-82.3016505644219,562212,"SOLID WASTE LANDFILLS, NONHAZARDOUS",http://www.dep.state.fl.us/waste/categories/solid_waste/,2019/05/03 00:00:00+00,IMAGERY,2020/04/15 00:00:00+00,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,"SOUTHEAST LANDHOLDINGS, INC",NOT AVAILABLE,70754-004SO
-9188260.8537,3442314.2972,6916,12640,WATSON C&D DISPOSAL SITE,20103 SW ARCHER RD,ARCHER,FL,32618,NOT AVAILABLE,(352) 472-3414,C&D,OPEN,ALACHUA,12001,USA,29.5224698343155,-82.5395515932314,562212,"SOLID WASTE LANDFILLS, NONHAZARDOUS",http://www.dep.state.fl.us/waste/categories/solid_waste/,2019/05/03 00:00:00+00,IMAGERY,2020/04/15 00:00:00+00,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,WATSON CONSTRUCTION CO,NOT AVAILABLE,17537-010SO
-9061225.9009,3504191.8568,6917,12588,NINE MILE ROAD C&D DISPOSAL SITE,445 A REPUBLIC DRIVE,ST AUGUSTINE,FL,32095,NOT AVAILABLE,(904) 825-2105,C&D,OPEN,ST. JOHNS,12109,USA,30.0049945058918,-81.3983771967502,562212,"SOLID WASTE LANDFILLS, NONHAZARDOUS",http://www.dep.state.fl.us/waste/categories/solid_waste/,2019/05/03 00:00:00+00,IMAGERY,2020/04/15 00:00:00+00,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NINE MILE ROAD INC,NOT AVAILABLE,14747-023SO
-9097736.8155,3592976.8925,6918,12612,SANDHILL RECYCLE CENTER C&DD DISPOSAL SITE,153326 CR 108,YULEE,FL,32097,NOT AVAILABLE,NOT AVAILABLE,C&D,OPEN,NASSAU,12089,USA,30.6932602457638,-81.7263603228706,562212,"SOLID WASTE LANDFILLS, NONHAZARDOUS",http://www.dep.state.fl.us/waste/categories/solid_waste/,2019/05/03 00:00:00+00,IMAGERY,2020/04/15 00:00:00+00,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,"SAND HILL RECYCLING, LLC",NOT AVAILABLE,148418-014SO
-9107997.5174,3550967.0035,6919,12565,"JONES RD LANDFILL & RECYCLING, LTD CDS",3400 JONES ROAD,JACKSONVILLE,FL,32220,NOT AVAILABLE,NOT AVAILABLE,C&D,OPEN,DUVAL,12031,USA,30.368201069224,-81.8185337756132,562212,"SOLID WASTE LANDFILLS, NONHAZARDOUS",http://www.dep.state.fl.us/waste/categories/solid_waste/,2019/05/03 00:00:00+00,IMAGERY,2020/04/15 00:00:00+00,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,"JONES ROAD LANDFILL & RECYCLING, LTD",NOT AVAILABLE,9952-011SO
-9132659.4788,3532652.7149,6920,12636,"TRAIL RIDGE LANDFILL, INC.",5110 US HWY 301,BALDWIN,FL,32234,NOT AVAILABLE,(904) 289-9100,MUNICIPAL,OPEN,DUVAL,12031,USA,30.2261511573501,-82.0400759448489,562212,"SOLID WASTE LANDFILLS, NONHAZARDOUS",http://www.dep.state.fl.us/waste/categories/solid_waste/,2019/05/03 00:00:00+00,IMAGERY,2020/04/15 00:00:00+00,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,"TRAIL RIDGE LANDFILL, INC",NOT AVAILABLE,13493-025SO
-9101326.0663,3555952.0432,6921,12596,"OLD KINGS ROAD, LLC (C&D EXPANSION) CDS",8540 OLD KINGS ROAD,JACKSONVILLE,FL,32219,NOT AVAILABLE,NOT AVAILABLE,C&D,OPEN,DUVAL,12031,USA,30.4068305519884,-81.7586031109448,562212,"SOLID WASTE LANDFILLS, NONHAZARDOUS",http://www.dep.state.fl.us/waste/categories/solid_waste/,2019/05/03 00:00:00+00,IMAGERY,2020/04/15 00:00:00+00,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,OLD KINGS ROAD LLC,NOT AVAILABLE,208772-019SO
-9109559.8915,3543927.8981,6922,12536,WHITEHOUSE RECYCLING (AKA COXWELL MRF),10419 GENERAL AVENUE,JACKSONVILLE,FL,32220,NOT AVAILABLE,NOT AVAILABLE,C&D,OPEN,DUVAL,12031,USA,30.31362846728,-81.8325688211941,562212,"SOLID WASTE LANDFILLS, NONHAZARDOUS",http://www.dep.state.fl.us/waste/categories/solid_waste/,2019/05/03 00:00:00+00,IMAGERY,2020/04/15 00:00:00+00,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE
-9049900.4683,3439618.188,6923,12549,FLAGLER CDS - CR 13 C&D SITE,CR 13,BUNNELL,FL,32110,NOT AVAILABLE,(904) 437-0960,C&D,OPEN,FLAGLER,12035,USA,29.5013926852243,-81.2966391042112,562212,"SOLID WASTE LANDFILLS, NONHAZARDOUS",http://www.dep.state.fl.us/waste/categories/solid_waste/,2019/05/03 00:00:00+00,IMAGERY,2020/04/15 00:00:00+00,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,RICK MCLAUGHLIN,NOT AVAILABLE,69322-017SF
